10001001,新月之坠,201030100,4,-1,1,1,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,-1,0,30,-1,-1,1,-1,100,50,2,-1,1,-1,100,48,2,1,1,-1,100,47,1,-1,20300001,1,20300005,1,-1,-1,-1,-1,-1,-1,-1,-1,10001002,1000,-1,-1,1000
10001002,虚空之坠,201030100,4,-1,1,2,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,-1,0,40,-1,-1,1,-1,100,50,2,-1,1,-1,100,48,2,1,1,-1,100,47,1,-1,20300002,1,20300006,2,20300013,2,-1,-1,-1,-1,-1,-1,10001003,5000,-1,-1,2000
10001003,哀伤之坠,201030100,4,-1,1,3,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,-1,0,60,-1,-1,1,-1,100,50,2,-1,1,-1,100,48,2,1,1,-1,100,47,1,-1,20300003,1,20300011,15,20300014,25,20300016,35,-1,-1,-1,-1,10001004,20000,-1,-1,3000
10001004,誓言之坠,201030100,4,-1,1,4,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,-1,0,80,-1,-1,1,-1,100,50,2,-1,1,-1,100,48,2,1,1,-1,100,47,1,-1,20300004,1,20300012,50,20300015,60,20300017,75,20300018,1,20300019,1,10001005,50000,-1,-1,4000
10001005,王者之坠,201030100,4,-1,1,5,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,163,-1,0,100,-1,-1,1,-1,100,50,2,-1,1,-1,100,48,2,1,1,-1,100,47,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5000
10002001,新月之戒,201030200,4,-1,1,1,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,-1,0,30,-1,-1,1,-1,100,50,1,-1,1,-1,100,44,3,-1,1,-1,100,56,2,-1,20300001,1,20300005,1,-1,-1,-1,-1,-1,-1,-1,-1,10002002,1000,-1,-1,1000
10002002,虚空之戒,201030200,4,-1,1,2,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,-1,0,40,-1,-1,1,-1,100,50,1,-1,1,-1,100,44,3,-1,1,-1,100,56,2,-1,20300002,1,20300006,2,20300013,2,-1,-1,-1,-1,-1,-1,10002003,5000,-1,-1,2000
10002003,哀伤之戒,201030200,4,-1,1,3,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,-1,0,60,-1,-1,1,-1,100,50,1,-1,1,-1,100,44,3,-1,1,-1,100,56,2,-1,20300003,1,20300011,15,20300014,25,20300016,35,-1,-1,-1,-1,10002004,20000,-1,-1,3000
10002004,誓言之戒,201030200,4,-1,1,4,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,-1,0,80,-1,-1,1,-1,100,50,1,-1,1,-1,100,44,3,-1,1,-1,100,56,2,-1,20300004,1,20300012,50,20300015,60,20300017,75,20300018,1,20300019,1,10002005,50000,-1,-1,4000
10002005,王者之戒,201030200,4,-1,1,5,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,163,-1,0,100,-1,-1,1,-1,100,50,1,-1,1,-1,100,44,3,-1,1,-1,100,56,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5000
10003001,新月之镯,201030300,4,-1,1,1,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,91,0,30,-1,-1,1,-1,100,42,2,-1,1,-1,100,45,3,-1,1,-1,100,55,3,-1,20300001,1,20300005,1,-1,-1,-1,-1,-1,-1,-1,-1,10003002,1000,-1,-1,1000
10003002,虚空之镯,201030300,4,-1,1,2,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,0,40,-1,-1,1,-1,100,42,2,-1,1,-1,100,45,3,-1,1,-1,100,55,3,-1,20300002,1,20300006,2,20300013,2,-1,-1,-1,-1,-1,-1,10003003,5000,-1,-1,2000
10003003,哀伤之镯,201030300,4,-1,1,3,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,162,0,60,-1,-1,1,-1,100,42,2,-1,1,-1,100,45,3,-1,1,-1,100,55,3,-1,20300003,1,20300011,15,20300014,25,20300016,35,-1,-1,-1,-1,10003004,20000,-1,-1,3000
10003004,誓言之镯,201030300,4,-1,1,4,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,0,80,-1,-1,1,-1,100,42,2,-1,1,-1,100,45,3,-1,1,-1,100,55,3,-1,20300004,1,20300012,50,20300015,60,20300017,75,20300018,1,20300019,1,10003005,50000,-1,-1,4000
10003005,王者之镯,201030300,4,-1,1,5,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,255,0,100,-1,-1,1,-1,100,42,2,-1,1,-1,100,45,3,-1,1,-1,100,55,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5000
10101001,勇者之刃,201010100,1,-1,1,1,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,0,30,-1,-1,1,-1,100,40,1,-1,1,-1,100,56,3,-1,1,-1,100,54,2,-1,20300001,1,20300005,1,-1,-1,-1,-1,-1,-1,-1,-1,10101002,1000,-1,-1,1000
10101002,赤色风暴,201010100,1,-1,1,2,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,-1,-1,-1,-1,-1,0,40,-1,-1,1,-1,100,40,1,-1,1,-1,100,56,3,-1,1,-1,100,54,2,-1,20300002,1,20300006,2,20300013,2,-1,-1,-1,-1,-1,-1,10101003,5000,-1,-1,2000
10101003,赤之炼狱,201010100,1,-1,1,3,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,-1,-1,-1,0,60,-1,-1,1,-1,100,40,1,-1,1,-1,100,56,3,-1,1,-1,100,54,2,-1,20300003,1,20300011,15,20300014,25,20300016,35,-1,-1,-1,-1,10101004,20000,-1,-1,3000
10101004,炎魔之怒,201010100,1,-1,1,4,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,-1,-1,-1,-1,-1,0,80,-1,-1,1,-1,100,40,1,-1,1,-1,100,56,3,-1,1,-1,100,54,2,-1,20300004,1,20300012,50,20300015,60,20300017,75,20300018,1,20300019,1,10101005,50000,-1,-1,4000
10101005,火焰主宰,201010100,1,-1,1,5,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,59,-1,-1,-1,-1,-1,0,100,-1,-1,1,-1,100,40,1,-1,1,-1,100,56,3,-1,1,-1,100,54,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5000
10201001,闪电法杖,201010100,2,-1,1,1,1,1,-1,-1,-1,-1,1,50,100,10,1,20,100,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,0,30,-1,-1,1,-1,100,55,3,-1,1,-1,100,41,1,-1,1,-1,100,50,2,-1,20300001,1,20300005,1,-1,-1,-1,-1,-1,-1,-1,-1,10201002,1000,-1,-1,1000
